tweet_id,tweet,sarcastic,rephrase,dialect
973,غدا عيد العمال الرجاء من العمال عدم ازعاج الموظفين والمدراء الحكوميين وعدم ازعاج مسؤولين نقابة العمال . إشتغلوا بهدوء مع عدم الازعاج   #رڜٱد:registered:✓,1,,msa
4543,#سخريــة يتم تأمين مواصلات بديلة للمرأة بدلاً من قياتها بنفسها وحفظ كرامتها المستباحة بين أرصفة الإنتظار وابتزاز السائقين واستنزاف أموالها !,1,,msa
3313,انت شايفني كيس جوافه,1,انت شايفني شفاف يعني مليش لازمه,nile
3928,"""@USER بوتن وأعوانه من حزب الدجال""",1,,msa
3034,"""RT @USER وسط تراشق.. إردوغان للعبادي: من أنت؟ اعرف حجمكHTTPURL HTTPURL",1,,msa
1600,د عبد المنعم أبو الفتوح : (الخلافة المنشودة) هي العدل والمساواة والحرية ومكافحة الفساد السياسي والاجتماعي وهي,0,,msa
1643,"""RT @USER مفتي مصر علي جمعة: #اردوغان قرد مضحك   #erdogan_is_isis HTTPURL",1,,msa
2296,محاولات هدم الدوله كان من ضمنها ان سوكه واسراء وشوكان وعلاء علوكه واشرف كخه يبقوا رموز للبلد دى... وبدعم دولى  ,1,,msa
3181,البرنامج الوحيد اللي كان بيرفّه عن شعب بأمس الحاجة إلو وكان بيذكر الناس بخفة دم والذكاء والفطنة تبعت الشعب المصري وقديش قادرين يوصلوا الرسالة اللي عندهم بطريقة مميزة وعبقرية من خلال الفكاهة، توقف! على شو معتمد #الإعلام_المصري؟ على عمرو أديب ولا مرته؟!  ,1,,msa
1937,يا عم أصاحب مين ده عشري باع ابراهيم,1,مفيش حد بصاحب حد بجد الناس كلها بتخون بعضها,nile
1126,"""RT @USER #مصر_لن_تركععمو سيسي....أمي بتسلم عليك وبتقولك واحدة واحدة وانت بتغرقنا:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::person_running::person_running::person_running: HTTPURL",1,,egypt
3293,  اليمن أول دولة في العالم معاها بنكين الأول يشحت من الخارج و الثاني يشحت من الداخل . و كل بنك راكن على الثاني يصرف المرتبات .,1,,gulf
825,"دور الاعلام فى زمن مرسي كان اختلاق ازمات وهمية لذبحه, وتحول الى اخفاء كوارث وفضائح الانقلاب والتطوع لحلها",1,,msa
69,اى والله :)  اسلوب حياة,0,,levant
957,  بنغازي استشهاد الاسير عند الدواعش من سجناء بوهديمه  اسامه جمعه النايلي الذي قتل فى احدى الغارات الجوية ونحتسبه باذن الله تعالى من الشهداء ,0,,msa
4529,هاروح اتحزم وأجيلك:slightly_smiling_face:أحلى من الشرف مفيش,1,هرقص بس الرقص عيب,nile
4766,عزيزتي الفتاة..إذا بتكشفين عند الفلبيني اللي بد.كيف...فأنا أولى أنك تكشفين عندي بحكم إني إبن البلد!!  ,1,,msa
3129,"""RT @USER #بتكره_نفسك_لماريال مدريد يتغلب :pensive_face::pensive_face:""",1,,egypt
3033,"عام 2008 ضرب إعصار ولاية كانساس الأمريكية وفي جامعة الولاية تدمر مبنى وحيد . هذا المبنى كان ؛ ""مبنى بحوث الأعاصير""   ..!!",1,,msa
1005,مش قادرة أفهم ده كان قاضي وحالياً مُشرٍع إزاي وهو مش فاهم النظام القضائي ولا إيه لازمة وجود محامي دفاع حتى للجواسيس !!  ,1,,egypt
2157,هدنة حلب تدخل  الآن حيّز التنفيذ لإجلاء نحو٣٠ ألف من السكان المحاصرين في  حلب بدءً بالجرحى ثم كبار السن  ثم مسلحي المقاومةو  جبهة النصرة,0,,msa
4888,#اسقاط_الولاية_مطلب_شعبي من كانت تمسح مؤخرتة وهو طفل وتبدل حفّاضتة بالامس اصبح ولي امرها ومدبر شؤونها اليوم !!  ,1,,msa
4878,سن احترامك؟ كلام فاضي الهلال والمريخ أعرق من كل أندية الخليج! اما أن يكون الحافز متساوي أو لا يكون هناك حافز أصلا  .,1,,msa
3769, وصول وزير خارجية تركيا الى بيت الوسط ,0,,msa
3083, كنا     بـ   ديمستوراصرنا بـ   لافروفاللهم اكفيناهم بما شئت ,0,,msa
1447,"""@USER @USER @USER @USER #داعش يقاتلون جبهة النصرة والقاعدة وطالبان وغيرهم بعد أن قالوا عنهم ""كافر وزنديق وابن حرام""""",1,,msa
688,مصر رائدة التحولات الكبرى حسمت التحديات التي واجهت كل المنطقة كالغزو المغولي والبريطاني وستضع حداً للتيارالعلما…,0,,msa
4365,"""كيف تشكلت صورة السعودي لدى الإعلام الغربي؟ وما هو الدور الذي كان يؤديه مرتزقة الإعلام؟تتبع المال يكشف حقيقة هذه المساعي #فضيحة_تركي_الدخيل""",1,,msa
2603,عندما تفقد الاحا قدرتها على التعبير لابد ان ياتي الشخير طوابير,1,لا تكفي صيحات الاحتجاج بل لابد من احتجاج اقوى,nile
2865,سلحفاة بتتمرقع,1,,msa
3665,المفروض دلوقتى دى مش قضيه الممرض متخصهوش خلاص الراجل ده لازم يتحبس ويتشطب ويمنع من مزاوله المهنه,0,,nile
3484,فجأة من ارض كنت بتمشي عليها ببطاقتك تنام وتصحي تلاقي نفسك عايزلها باسبور وتأشيرة هههههه   #مرسى_صان_والسيسى_خان,1,,egypt
845,رياض محرز يحتفل بخطوبته على عارضة الأزياء الإنجليزية الواحد كان بيحترمك فعلا ما فيش غير محمد صلاح فخر العرب,0,,nile
2244, كنا في احتلال اليهود ل  فلسطين و الآن أربع عواصم   عربية محتله من  إيرانليتنا بقينا على واحدة ولم نفرط في اربعه. ,0,,msa
1879, تخيل إنك أعمى ؟ أو مكفوف ؟ لا سمح الله أكثر الناس راح يقدرون النعمة إذا فقدوهآ !  حقيقه,0,,nile
1498,"""عاجل ..جيش الاسد و حلفائه يروعون دجاجه مع ابنائها :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: اين المجتمع الدولي اين قناة الجزيره اين قناة العربيه عن هذه ا… HTTPURL",1,,msa
4195,مدرسة الطبري بشيراتون,0,,nile
4022,"""@USER طب بقولك ايه شوفت حته رمضان صبحي اللي عملته عند الخط وادتهالك ضيعته:face_with_tears_of_joy:""",1,,egypt
1715,الله يخربيتكم خلتونا زي الغفر بتاع الدورية في عيون اجوزانا,1,بقى شكلنا وحش فى عيون أزواجنا بعد ما شافوا جمالكم,nile
4993,سيصبح 6 أكتوبر يوما للعار وليس لذكري الإنتصار #كلام_و_كلام #يوسف_الحسيني #السادة_المحترمون …,1,,msa
3224,عارف ليه غلو تذاكر المترو؟ علشان الشمال كترو,1,غلو اسعار تذاكر المترو,nile
4676,فوائد الإلحاد مقال كتبته منذ فترة في الشروق و تعرضت فيه لمغبة التنفير من الدين على يد من يتكلم بإسمه,0,,msa
1526,انتي شمس بتنوريلي انتي صاحبي حبيبي زميلي,0,,nile
3572,"""الله ينتقم من أل سعود المجرمين ، ويرد كيدهم في نحورهم #عمرو_اديب #مصر_احلي_ب #المباحث_بتوزع_سحلب_للفولورز #البورصه HTTPURL",1,,egypt
3170,"""RT @USER سنظل علي العهد ولن ترك سوريا وحيده ولن نترك بشار الاسد فريسه سهله ولن نترك ليبيا للغرب هي ديه مصر :Egypt::raised_hand_light_skin_tone:""",1,,egypt
1116,#لو_اني_مو_سعودية لما كُنت حبيسة دورة الذكر، ألد لخدمة ذكر و طاعة ذكر و إنجاب ذكر و تربية ذكر من ثم أعود مرة أخرى لخدمة ذكر   الحياة,1,,msa
51,الناس ف مصر بتحب الكورة زى عنيها . مش معقول الهبل,0,,nile
1861,عايزين تعرفوا الشروط هوا شرط واحد يستخدم فى كل وظيفة صنية كوسة,1,الواسطة هي اهم شيء للعمل,nile
488, ربنا يديك الصحه يااسطوره  عادل امام ,0,,nile
387, اللهم كن لإخواننا في  العراق و  سوريا و  بورما و  اليمن و  فلسطين وسائر بلاد المسلمين ..اللهم أعز الإسلام والمسلمين وأذل الشرك والمشركين ,0,,msa
1584,""": دفعولك كام يا ساويرس"" الرد : "" حد قالك انى مزنوق """,1,,egypt
3151,عار عليكم تبقوا لاعبين وتستخدموا شارة الماسون.,0,,nile
3950,مع اعلام خالتى فرنسا يؤكدون ان فيديو سيسي المسرب مفبرك ثم يؤكدون (هم بشحمهم ولحمهم) ملاحقة من سرب الفيديو,1,,egypt
53,النائب احمد سعيد بيشكي لإبراهيم عيسي من الاعلام بيبث طاقه سلبيه ولاينشر ايجابيات عيسي عمل من بنها وانهي الحلقه وربنا   وهوبيهز دماغه,1,,msa
5093,RT @USER هاري بوتر :high_voltage:. HTTPURL,0,,msa
2366,صفر /عشرة كتير لو فريق من درجة ثالثة كان لعب احسن منهم,1,ده فريق فاشل واتهزم هزيمة كبيرة ,nile
5179,"""#شاهد:red_circle:هكذا تجّد كُل شيئء صباح اليوم في ولاية أو هايو الأمريكية تابعونا دائماً عبر تطبيق #طقس_العرب… HTTPURL",0,,egypt
4651,شارع مىىلمين المتعصبين HTTPURL,1,,msa
2815,ليت كل مسيحيين مصر زيك #اللى_رافضين_السيسى_رئيس_بيعملوا_فولوا_لبعض #انتخبوا_العرص #مرسى_رئيسى #سيناء_خارج_التغطية …,1,,egypt
4120,"""@USER @USER يعني على اساس لو ما حلف الناتو والسعودية وتركيا وقطر كنتوا اساسن حسنتوا تسيطروا على مخفر""",0,,gulf
2492, تنفيذ اتفاق حلب المتعلق بخروج المسلحين وعائلاتهم من الاحياء الشرقية بالتزامن مع خروج مدنيين من كفريا والفوعة ,0,,levant
4997,خطباتني مهندسة أو طبيبة أو محامية أو مابغيتش حقاش أنا أصلا بغيت نكمل قرايتي #twittoma  ,1,,msa
5051,"عندنا القضاء ""الواقف"" وهو المحاماة والقضاء ""الجالس"" وهو القضاة والعدل ""النائم""!ا #جلال_عامر",1,,egypt
790,"""مدرسة في مصر تعلم طلابها: إسرائيل طيبة القلب! HTTPURL",1,,msa
91,الناس تتفلسف علي وأنا أسير...استمروا في سخريتكم فما هي الا وقود لحذائي   #نجاح #اصرار,1,,msa
4196," “ عاجل: بشار الأسد يأمر بإغلاق المساجد في التراويح وتعليق لوحة تقول مغلق للصلاة""   #Syria” اه يا ديني""",1,,msa
2214,متفق مع جوانب بمقال أحمد خالد توفيق وأعتقد أن التحفز ضد الحاكم دون فبركة أو كذب هو أمر مهم في بلد تعشق صناعة الفرعون,0,,msa
1331,ابدا نفذ و انا معاك في اي حاجة تقول عليها لكن مش هينفع  بس انت شورتها,0,,nile
4077,الدكتور أبو الفتوح:  محتاجين مصانع محتاجين مزارع محتاجين شقق للشباب لكي يتزوجوا، و لسنا نحتاج لمساجد أو كنائس فهي أكثر من الحاجة ,0,,nile
1258,"""99% من منتقدين هاري بوتر ما شافوه وال %1 مجرد حشرات لا يستطيع اي شي تطهيرها""",1,,gulf
3793,"""RT @USER متطرف شيعي داعش جنبه تطلع يونيسكو!يريد إسقاط عائشة وأبو بكر وعمر والمذيع يشكره!تعال سقط ط... HTTPURL",1,,egypt
3056,والغاز مش مدعوم يا إنسان؟ وماذا عن الأسمنت والحديد والأسمدة؟ واضح أنك تفهم أقل من الحيوان,1,,msa
1430,بطل نميمة و غيبة  انكما قد اغتبتما و من اغتاب مسلما فقد اكل لحمه   حاول:'),0,,msa
1553, حملة هيلاري كلنتون تؤكد وجود سماسرة اردنيين يشترون اصوات لترامب وخصوصا باوهايو :face_with_tears_of_joy: ,0,,msa
2465,حطوها برأس داسيلفا حطوها برأس كنافارو حطوها براس كانيدا حطوها برأس اللاعبين حطوها برأس الرئيس وهم يعلمون ان السبب الحقيقي رأس جحفلي  ,1,,msa
4844,لبنان بلد عربي  صحيح الحكي لهون ، بس سألنا حالنا اذا العرب بعدن عرب أصلا !! لبنان بلد عربي ذو سيادة يا شحّادين يا دعاة الإستقلال  ,1,,msa
4748,خناقة أحمد مجاهد وشيكابالا إستمرت حوالي ٥ دقايق كاملة ..شيكابالا في الخمس دقايق مقالش لمجاهد غير أنت أهلاوي:thinking_face:,0,,nile
4977, في رايي الشخصي ... انه بعد تألق احمد الشيخ مع المقاصة كدة السنه الجاية الاهلي هيودي ميدو جابر اعارة للمقاصة و يأخد احمد الشيخ....  :face_with_tears_of_joy: :face_with_tears_of_joy: ,0,,nile
5199,"""بعدما فشل مشروع أوباما :انسحبت بريطانيا ، وهناك محاولاتلصعود اليمين المتطرف في أوروبا.""",0,,egypt
4295,سنة 2020 فاضلها تنين مجنح وتقفل علي كدة,1,سنة  2020 سنة حصلت فيها كوارث كتيرة,nile
4923,وانت بقي فيلسوف عصرك؟ ماتنقطنا بسكاتك!,1,انت ولا فاهم حاجة يبقي تسكت احسن,nile
204,غنكتب على حجرة كبيرة توحشتك وكنتمنى تطيح على راسك باش تجربي الالم لي كنحس به فغيابك,0,,magreb
2541,"""اعطوني حظ تشيلسي و ريال مدريد و محمود شفيق محمد مصطفى و سوف احكم العالم-عبد الفتاح السيسي""",1,,egypt
1415,محد ينطاق صراحة يا الله اسألك بناس جدد عدلة في حياتي:face_with_medical_mask::broken_heart:,1,,msa
3294,اذا لقى وزير الصحة بشي سوبرماركت شي خالص تاريخو بينشرو عرضو على صنوبر بيروت بينما يلي سارقين الأنترنت بيحطو اول حرف من أسمائهم !  ,1,,msa
2274,الأداء المخزي لبعض الشخصيات التي كنا نسميها مستقلة يثبت أن كل ما في الأمر أنها لم تأخذ فرصتها في النفاق لمبارك لأن كل الكراسي كانت محجوزة,1,,egypt
345,علامة الصرصار بدون تفويض ، تمكن السيسى من قتل 230 شهيد وإصابة 896 ، واغلاق عدد من الفضائيات والصحف واعتقال,1,,msa
3338,تويتر مليان حمير وخرفان وعاملين نفسهم بيفهموا يابني انت حمار ومريض روح يابني ربنا يشفيك ويعافيك بس كان المفروض يعالجوك من وانت في ابتدائي  ,1,,egypt
394,كويتي يكلم هندي: بابا أنت يعرف هذا وين أنت يؤدي ؟ الهندي يرد: أي أنا أدله أفا عليك ماعندي مشكلة !   #الأقدار,1,,gulf
4404,هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه بس الصدق أنه وضع فريقك العالمي الأول  ,1,,msa
83,تخيل كده لما مشكلة الصرف في إسكندريه تتحل،ويبقى الشارع مبلول كده عادي و مفيش برك مياه ولا طينه و لا أي حاجه خالص !!! إيه الملل ده  ,1,,egypt
2893,أيها الاخوان في أية من القران وفي أى حديث شريف تعلمتم ان المبنى المصنوع من الحجر يكون الدفاع عنه بقتل الناس بالرصاص الحي على أى ملة انتم,1,,msa
2325,حماة :  طيران  الاحتلال الروسي يشن غارات جوية عند الساعة 10:30 ص على الاحياء السكنية في مدينة  اللطامنة في ريف  حماة الشمالي,0,,msa
1022,يا مخلف البنات يا شايل الهم حتى الممات,1,اللي يخلف بنات يفضل مشغول بمصاريفهم ومشاكلهم لحد ما يموت,nile
521,ازداد غباء يوم عن يوم,1,,msa
1146,هو انا عشان بعمل الصح وبغير من نفسى للأحسن ابقى كده معقده #مجتمع_مريض #حافظ_مش_فاهم :),1,,egypt
5249,"""""نحن في محراب رباني نواجه طواغيت الأرض ..."" الشهيد #صلاح_العزي سلام الله عليه وعلى جميع الشهداء #بورنموث #عمرو_اديب HTTPURL",0,,msa
2990,"""RT @USER تصوير جوي للدمار الهائل في حي المشهد بحلب اثر الغارات الجوية المكثفة التي استهدفت الحي أوصلوه الى كل مؤيد على استمرار…""",1,,msa
3467, أوباما يعلن حالة الطوارئ في ساوث كارولاينا بعد تعرضها لإعصار ماثيو خلال الأيام الماضية وسقوط المئات من الضحايا ,0,,msa
2622,إذا أردت أن تعرف عيوبك، فقل عيبا واحدا في زوجتك وسوف تخبرك بكل عيوبك وعيوب اهلك وأصحابك وجيرانك وبعض عيوب سكان الدول المجاورة,1,عايز تتفضح طلع عيب فمراتك وهي تجيب سي ديهاتك انت واهلك وكل اللي تعرفهم,nile
293,"""#أمريكي يمارس #العنصرية على #عربي سائق #اوبر يسبه ويشتمه #عنصري #ترامب #أمريكا_تركع_وتعتذر_عن_تصريحات_كيري  #امريكا HTTPURL",1,,msa
5096,معاكم رناد اللي ميتة حر طول الوقت ووقت النوم افتح المكيف واوجهه علي عشان انام:thumbs_up_light_skin_tone:,0,,msa
3839,"""#خطر_في_القدس... يزداد الخطر بزيادة الغفلة واللامبالاة في قضايا #القدس وآخرها صوت مآذنها الذي يقاوم #الاحتلال""",0,,msa
3340,"""الأخ سيسي بردو:face_with_tears_of_joy::face_with_tears_of_joy: HTTPURL",1,,egypt
2720,"قانون الثراء الحرام(الحلال)! حلال أن تسرق وحرام ألا ترجع (بعض) ما سرقت! ""إذا سرق فيهم الشريف تركوه""…",1,,egypt
1131,"أشارك اليوم في مبادرة فودافون لمحو الأمية, العلم قوة, سفيرا للمبادرة ومتطوعا لتحقيق الهدف القومي بأن تصبح مصر بلا أمية",0,,msa
5010,فلتقل خيرا أو لتصمت  خلق جميل,0,,msa
949,"""@USER سيسي مايع اكترمني.. اناسوريه ولكن تمنيناان ينقذناجيش مصر. انماجيش مصرطلع بالمعتوه رئيس""",1,,levant
4329,"مابال والدينا يظهرون استياءهما من بعض الصفات السيئه لدينا؟ ما أنا إلا مزيج من جيناتكما معا ولكن ب ""ستائل"" جديد. ولتعش الديمقراطيه!  ",1,,msa
4573,بسبب الظروف صرنا نشوف المعزة خرووف,1,الظروف تغير نظرتنا للناس كل مرة,nile
3634,"من غادر سوريا بطريقة غير شرعية لا يحق له انتخاب رئيسها  الأسد,  الانتخابات السورية",0,,msa
1533,كبير وجايح أكبر شوي شلاغمك يكتفو بعير,1,"من شدة كبر شاربه يستطيع ان يعمل به خيط لربط البعير
معناه انو كبير فالعمر  لكنه لا يزال يهرج",magreb
1059,من يوقف قانون العزل ومن يجمد بلاغات الفساد ضد شفيق ومن يهدر طعون التزوير هل سيجرى انتخابات اعادة نزيهة اما تطبيق القانون او مقاطعة شاملة,1,,msa
1786,نبارك لكويت حكومتاً و شعباً القبض على مجرم “بو رفعة” خاين الوطن و سارق مال العام و مخزن الأسلحة و حرامي المناقصات   #طاح_حظكم,1,,msa
2537,في زمنالآيفونالأنترنتبرشلونةديورهاري بوترديزنيبوينغماكدونالد نحن لسنا أمتداداً لأحدبل أمتداداً لرغباتنا وحاجاتنابالحضارة الكونية,0,,msa
1296,ههههههه موتني ضحك انا ولا انتم اللي فرحتم ببوسه مقرفه ورحتم تدعون لهم في الحرم لم ولن ننسى يا  ,1,,msa
4461,"""ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههلا بس اضحك ع الي يقول ديبالا خليفة ميسي""",1,,gulf
3450, دعوات  لإضراب عام  في جميع مدن  ليبيا، بسبب ارتفاع أسعار المواد الغذائية وانعدام السيولة وانهيار الدينار الليبي. ,0,,msa
4554,"""@USER @USER دعك من هذا السفيه اخي الحبيب. فوالله حججه لاوهن من الجامعة العربية. كل العلماء و الادباء المسلمين عبر التاريخ من السنة""",1,,msa
4358,مدير جامعة الإمام يستنكر الثناء على #أردوغان ويعتبر #تركيا دولة فاسدة فاسقة فاجرة تنشر الرذيلة #مكة #السعودية # #,1,,msa
1979,يع مو عاجبني الوضوع وهو كل شي كذا مسجل,1,,msa
3893,"""@USER @USER ترى انت واحد بس من ضن اليمنين الشرفا اللي ما صاروا كلاب إيران ، إيران دمرت العراق سوريا والان انتم وتكذب عليكم""",1,,levant
3568,"أعتقد ""العبقري"" يوسف الحسيني بيتكلم بسخريه..معلش لسه عمروأديب علي صغير..بكره يتعلم أصول ال  ",1,,msa
3976,اول مرة يطلع ابو التكسي انسان محترم ومارفض يوصلني ...بالعاده التكاسي لازم تاخذ اذنهم وتسالهم وين تحبون تروحون ؟؟   #ازمة_تكاسي,1,,gulf
2313,"""#روسيا_الصليبيةمايحدث في سوريا من قتل وتدمير  حرب صليبية ضد المسلمين بمباركة من بطريرك روسيا قبيل بدء الحرب .""",1,,egypt
4743,استشهاد جنود مصريين على الحدود بنيران صهيونية جريمة غير مقبولة دماء هؤلاء الشهداء تستدعى موقفا جادا حفاظا على كرامتنا وصيانة لحدودنا,0,,msa
4800,"""لكل من طبل وصفق و رقص و تحالف مع حرب فجر #ليبيا في غرب ليبيا من مدن و قبائل ممكن يسمعولنا صوتهم اليوم في اﻻضاع التى وصلنا اليها.#إفرازات""",1,,msa
1266,رغم حصار منزل «توفيق عكاشة» صاحب ورئيس ومذيع وضيف قناة «الفراعين»… فإن الرئيس المقبل لن يذبح «القطة»، ولكن سوف يزغط «البطة»!ا  ,1,,msa
2573,اوه يا سبحان الله ووش دخل الدجال المريسل ينصح كيال عن مباراته مع الهلال معناتها متخلف على ما تزعمين انا محلي ولا انتم  ,1,,msa
3920,محمود الشامى العضو الجاهل لاتحاد الكرة يقول ان شعار رابعة محرم دوليا الجهل نوروون,1,,msa
1594, بيبآن من سلامي .. بيبان من كلامي ..بشتقلك وكل مآ فيآ بيشتقلك معآيآ :broken_heart: اليسا ,0,,nile
2437,"""حكومة سهرة ليليه تتشكل في لبنان..المطرب من حزب الله والراقصه مسيحيه وجمهور السهره المسطول والمصفّق سني..والخادم درزي..وحارس المرقص ايراني!!""",1,,msa
3910,جمعة مباركة :),0,,msa
1052,#انتخبوا_البرص,1,,egypt
216,شوال الفلوس سويرس مشغول اوى اليومين دول بقناة الجزيرة ونازل شتيمة وتريقه فيها وفى ضيوفها خدك بيوجعك اوى ياشوال,1,,egypt
2057,"#من_العجائب .. الـخـــروف ,, هـو الحيوان الوحـيــد الذي لا يـري أن مـصـــر مـهـددة من جميع الجـهـــات ,, ويركبـه الـعـصـبـي لـمـجـــرد سـمــاع كلمة : السيسي , مصر , تحيا مصر , وأخير تسلم الأيــادي  ",1,,msa
2709,"ياخي مافيش خبر حلو يبـلّ ريــق الواحد إعدام الخروف مرسي والمرشد والخرفان ولاد الوسخة #الدواسة يموت محروق #حمطير يقع في بكابورت تنكسر رقبته ويجيله شلل رعاش البراز عي , تجيله نقطة مثلآ الأسواني تجوز واحد صاحبه الخرفان تجيلهم شوطة إنفلوانزا الخرفان حاجة زي كـده  ",1,,egypt
1969,#فيفي_عبده طلعت بقناة ام بي سي وتتكلم عن الشرف والاحترام وانها الام المثالية !!! #وقاحة,1,,egypt
5195,"""@USER @USER رامي عياش كبير بين الكبار. الى الامام""",0,,msa
4473,يعني أظرف ما انتجته هاي الانتخابات هو ركوب حركة ابناء البلد على موجة اليأس كإنتصار ايديولوجي!    _القدر,1,,levant
3272,ميزانية الفيلم ده ماتعديش التسعه جنيه ونص ويقولك ان السينما عندنا قويه ومصروف عليها,1,انتاج ضعيف وجوده رديئه للفيلم,nile
2980,الفلولي مصطفى بكري ينسى اسم ولي أمرهفيكتب (أيوب) بدل (منصور) اللهم لا تزد الانقلابيين إلا ضلالا! …,1,,egypt
787,"""#بلحه_نيته_سوده  حاخام يهودي: لهذا السبب يعتمد السيسي على إسرائيل  HTTPURL",1,,egypt
4862, اصعب احساس    لما يوحشك حد   مات   سو ,0,,nile
4849,  اردوغان :   تركيا تقف سداً بين الإرهابيين ودوّل الحلفاء في  الناتو  ,0,,msa
2886,حتى فى أصعب لحظات عمره لم يفشى مرسي اسرار خيانة سيسي ولم يقل شيئا شائنا ضد الخونة والقتلى,1,,egypt
4289,اوعي تفكر تفكيرك خط احمر  كاريوكى,0,,nile
748,اعلام العار خيرى وباسم ولميس ركزوا سخريتهم ان مرسي نحس انهارده الاتقلاب ما بيفوتش وكل يوم مصيبة اكبر من الى قبله,1,,egypt
822,نفسي فيه و تفوو عليه ! #فيفي_عبده =)),1,,egypt
106,"""تغريدة إطمئنان ...هل الجميع ⁧مفلس؟!#ليبيا""",1,,msa
5203,"""قروض من «التنمية الاجتماعية» تصل لـ 150 ألف ريال لـ تمويل الشباب لشراء سيارات ونقل ركاب #كريم و #أوبر وغيرها . HTTPURL",0,,msa
3596,لا أهاجم مرسي لأني أستكثر عليه الرئاسة بل لأنه كذاب ومخلف لوعوده وفي رقبته دماء شبابلا أسميكم خرفانا فحتى الخروف يستحي أن يدافع عن كذاب,1,,msa
1399,"""RT @USER بعد عاصفة الحزم تغيير تخطيط امريكا لإسقاط الدول صغيرة فأصبح هدفها اسقاط السعوديه منبع الاٍرهاب..اضرب رأس الرهاب..يموت الجسم..""",1,,msa
1972,اسألو السيد المحافظ المحترم عن عزبه نادى الصيد اللى اقسم بالله ان كل واحد هياخد حقه وفيها ناس اتشردت وضاعت,0,,nile
1651,من المحزن المضحك ما زلنا نخشى هزات إقتصادية بسبب أسعار الدجاج وحضر إستيراد بعض المنتجات والبحر أمامنا والأراضي خلفنا والعقول تخجل منا  ,1,,msa
2965,@USER ياخي ترا نفس سالفة ميسي مع ذا المنتخب ، وش ذنب المدرب إذا اللاعبين زلايب ؟؟؟!!,1,,gulf
5035,قالوا للحرامي احلف قال جاك الفرج,1,اللص لا يمين له,nile
2650,عزيزي المتطرف: قبل أن تستخدم تعبير أسد في وصف شيخك، فكر قليلا في مشاعر السيدة والدته,1,,egypt
4324,"يـخـرب عقلك يا مرتضـــي ,, دي ريـأضـة يا خـبــوء عشان مصر كلها , ده شــرف لـيـك لو روحت شاركت بنفسك ... شرف لأي حــد يا بــأف !! مرتضى منصور كهربا لن يشارك مع الأهلي في ودية أتليتكو إلا ( بـــإذنــي )  ",1,,egypt
1587,الناس الي وهي بتنيك بتصور دي ناس مريضه,1,,msa
3076,يارب لم يعد للقلب متسع لمزيد من الحزن.,0,,msa
27,"""RT @USER #أوباما : هيلاري #كلينتون تعرف جيدا كيفية مواجهة #تنظيم_الدولة #ترامب لا يصلح حتى ليكون بائعا في متجر صغير""",1,,msa
2300,الأجنبي يقرأ تاريخه فيقول: كم كنا أغبياء. العربي يقرأ تاريخه فيقول: كم نحن الآن أغبياء. #واقع #عربي   !!,1,,msa
4872,انا وصغير كنت افكر البنت بتخلف بنات و الشب بخلف اولاد,0,,nile
3802,من أجمل ماشاهدت في حياتي أكبر نجوم هوليود وهما عالمسرح بيتجمعوا لقراية كتاب هوارد زن عن التاريخ الشعبي لتوصيله للناس,0,,nile
2591,"""ريكي مارتن تزوج صاحبه السوري :flushed_face::flushed_face::flushed_face:؟ ياعيب الشوم :face_with_steam_from_nose::oncoming_fist: البلا يفكرون يتبنوّن طب اذا كبروا حولهم كل الناس اب وام الا انتم اب و اب شلون تقنعونهم :new_moon_face::broken_heart:""",1,,levant
137,"كاتبين باحد المواقع ""لو ادينا الفرصة لحسني مبارك يروح يصوت تتوقعوا هيرشح مين ؟؟"" انا بقول حيرشح حاله! ف-لوووووووووووول #Pun   #haha",1,,egypt
4501,"""ترامب شخصية لا تصلُح لرئاسة دولةالرجل لايملك ""كاريزما""  الرؤساءاما هيلاري كلنتون واضح انه (بنت رجال ) وعندها نز… HTTPURL",1,,egypt
4644,#سخَآفة آفعآلْ آلبعضْ لآ تتطلبْ إلآ آلتصفيقْ بِ بطءْ وآبتسَآمةة #سُخريَه - يشعر بـ التميّز,1,,msa
322,الي يسوون عزايم السبت الا لعنة الله عليكم,1,,msa
1688,خلص ولو جنرال كمشناك، لو كنت بمثابة المخلص المُنزَل للشعب اللبناني العظيم كانت أخدتك القصة ٣ أيام مش أكتر من ٣٧ جلسة وما في منّك أمل!,1,,msa
545, محتاجة حد يخاف عليا مش أبقى خايفه معاه إليسا ,0,,nile
2174,يضحكوني المشاهير بدعايات سناب يتكلمون وهم يلهثون يحاولون يلحقون قبل نسوي سكب  ,1,,gulf
4034,الي #حمدين_صباحي: لو أنت عاوز تحاكم #السيسي يبقي أنت ما فرقتش كتير #عن اللي حاكم #سليمان_خاطر #نقطة #مصر #الانتخابات_الرئاسية #اليوم_السابع,1,,egypt
2949,ثمانون عاماً ويزيد وانتم بين ممنوعة ومحظورة ومطاردة وإرهابية وصاحب القرار دائما طاغية إذن انتم اهل الحق امام كل سلطان جائر #انصاف_الاخوان,1,,msa
